Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1908392,1876467,2020-10-31 23:00:30 EDT,2020-11-01,23:00:30,Link,40,24,1,12,2,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3604673879575345,This just tastes like summer!,http://ed.gr/cl16o,https://draxe.com/recipes/hydrating-watermelon-smoothie/?utm_campaign=HHL,,How to Make a Watermelon Smoothie with Strawberries and Banana!,Hydrate year-round with this fruity watermelon smoothie recipe.,,,,-3.85
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1908392,1876467,2020-10-31 22:00:55 EDT,2020-11-01,22:00:55,Link,43,11,10,15,1,3,0,3,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3598993390143394,Beware of these chemicals.,https://www.healthy-holistic-living.com/hidden-toxins-increase-your-breast-cancer-risk/?utm_source=HHL,,,Everyday Toxins that Dramatically Increase Your Risk of Breast Cancer,"Breast cancer can be a life-changing diagnosis, and that’s especially true for young women and even men. Most breast cancer patients are older women, but the disease can attack anyone. And, unfortunately, when young women get this devastating diagnosis, the cancer tends to be more aggressive… wi...",,,,-3.58
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,54141,56420,2020-10-31 22:00:33 EDT,2020-11-01,22:00:33,Photo,"1,497",932,168,208,131,6,0,45,4,3,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/2116503995151840,"...or until people get kicked out school board meetings for fighting for their kids; until propaganda videos saying horrible things are made and shared; until people lose family and friends.... If it were really ""just a mask,"" people wouldn't harass you and take away your rights over it. But they do, and they are. If you've faced discrimination and hate over masks, please tell us your story. We're listening.",https://www.facebook.com/earthley/photos/a.749202208548699/2116503995151840/?type=3,,"t's ""just mask..."" ...until: *Toddlers get kicked off planes *Women get tased and arrested at outdoor events *Adults are bullied and jeered at in the grocery store *People are injured or killed in fights *Socially sanctioned bullying *People are barred from public places or necessary services ...suedenly. it's so much more. Earthley -well ness-",Timeline Photos,,,,,2.16
Holistic Hilda,HolisticHilda,985921748210269,PODCAST,,Do you want to improve your health w/o fancy shakes or flashy programs? Holistic Hilda is an expert on ancestral health practices & she can show you how to nurture wellbeing the natural way.,2020-05-01 19:32:09 EDT,1456,1601,2020-10-31 21:27:09 EDT,2020-11-01,21:27:09,Photo,20,5,5,2,0,0,8,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/HolisticHilda/posts/2029333697202397,A little Halloween treat! 😆🧡🎃,https://www.facebook.com/HolisticHilda/photos/a.996168577185586/2029333660535734/?type=3,,"Somebody stole my limbo stick. I mean, how low can you go? @holistichilda",,,,,,-1.75
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,54113,56393,2020-10-31 20:24:35 EDT,2020-11-01,20:24:35,Live Video Scheduled,56,18,2,27,9,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/2116426068492966,"Join us for our first ever LIVE to learn more about our new botanical skin care line, their 100% natural ingredients, and how to use the products! 🌿 Then, shop the sale to save 20% off now through Nov 2nd! 🤩 👉 https://www.earthley.com/product/new-skin-care-line-sale/",,,,,,,,,-5.21
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,54113,56393,2020-10-31 20:00:51 EDT,2020-11-01,20:00:51,Photo,"1,054",42,236,43,0,244,25,225,238,1,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/2116401908495382,We don't even have the words for this.,https://www.facebook.com/earthley/photos/a.749202208548699/2116401908495382/?type=3,,"PS, We're Now at the Point the Pandemico When First Published: October 19, 2020 View One Page Kids' Wearable ""ShieldPod"" Seems Like a Worthy Investment Start Slideshow Image Source: utwpods.com USE ARROW KEYS Early on in the pandemic, parents joked about encasing their kids in bubble wrap, but seven months in, that seemingly over-the-top idea is now looking pretty practical. In fact, Under the",Timeline Photos,,,,,1.52
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1908454,1876531,2020-10-31 20:00:32 EDT,2020-11-01,20:00:32,Link,113,18,52,7,5,25,3,1,1,1,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3598992636810136,What an insane story!,https://www.healthy-holistic-living.com/woman-who-went-missing-2-years-ago-discovered-alive-at-sea/?utm_source=HHL,,,Woman Who Went Missing 2 Years Ago Discovered Alive At Sea,"When Angelica Gaitan, 46, was found at sea, it was a miracle.",,,,-1.36
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,54113,56393,2020-10-31 18:59:07 EDT,2020-10-31,18:59:07,Photo,"2,675",1180,182,19,422,11,850,0,1,10,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/2116348191834087,"Happy Halloween! This year, our owner is dressed as the scariest thing imaginable...an UNMASKED PERSON! ;)",https://www.facebook.com/earthley/photos/a.749202208548699/2116347631834143/?type=3,,,,,,,,3.85
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,54113,56393,2020-10-31 18:00:49 EDT,2020-10-31,18:00:49,Photo,31,23,2,3,3,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/2116313211837585,"This smells heavenly... Replenish your skin naturally with plant-based oils. Our botanical moisturizers are never watered down and will not clog your pores. They are food for your face that will help take care of skin concerns like acne and dry, flaky skin, leaving you soft and glowing! Available in two formulas: Dry and Oily. For combination skin, we recommend trying our Oily formula. Get this while it's 20% off! Code: NEWBEAUTY",https://www.facebook.com/earthley/photos/a.749202208548699/2116313211837585/?type=3,,"Treat Yo Self! The same great formula you've loved with added essential oil blends for max benefits and scent! Plus, we've got a NEW look and glass jars to match the quality ingredients inside! MOISTURIZEME 3 ARLE ME 1TD 3 Earthley GLr ITEE E 5",Timeline Photos,,,,,-22.39
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1908454,1876531,2020-10-31 17:00:38 EDT,2020-10-31,17:00:38,Photo,443,87,9,117,1,1,227,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3573018622740871,"Oh, yes they do.",https://www.facebook.com/healthyholisticliving/photos/a.327445603964872/2932387263470680/?type=3,,"Apparently, it's only appropriate to say ""Look at you! You got so big!"" to children. Adults tend to get offended. holistic healthy living",Healthy Holistic Living,,,,,-2.89
