Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910077,1877512,2020-09-30 23:00:22 EDT,2020-10-01,23:00:22,Link,24,9,4,10,0,0,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3502434083132659,Be choosy when it comes to sun protection.,http://ed.gr/cn0ga,https://draxe.com/health/ewg-sunscreen/?utm_campaign=partners&utm_medium=social&utm_source=facebook&utm_content=HHL,,75% of Sunscreens in America Don't Work. But These 8 Do!,Hundreds of sunscreens sold in the U.S. don't work. Some even contain chemicals that promote skin cancer.,,,,-5.88
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,125207,137142,2020-09-30 22:10:00 EDT,2020-10-01,22:10:00,Photo,317,234,10,47,22,0,0,1,0,3,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2752344498346287,"With escalating censorship on social media, it's crucial for everyone to sign up for our newsletter. This will let us stay in contact with all of you should the free speech landscape deteriorate even further. Sign up is quick and free: https://childrenshealthdefense.org/about-us/sign-up/",https://www.facebook.com/ChildrensHealthDefense/photos/a.1806802292900517/2752339285013475/?type=3,,,,,,,,-1.14
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910077,1877512,2020-09-30 22:00:10 EDT,2020-10-01,22:00:10,Link,126,61,9,45,9,2,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3495887357120665,This is delicious AND good for you!!,https://www.healthy-holistic-living.com/lavender-lemonade-recipe-headaches-anxiety/?utm_source=HHL&utm_content=18474-C46F,,,Lavender Lemonade Is The Best And Most Natural Way To Get Rid Of Headaches & Anxiety,Combat anxiety and headaches with the cooling and calming effect of lavender lemonade. An easy DIY recipe loaded with health benefits for your whole family.,,,,-1.12
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910077,1877512,2020-09-30 21:00:44 EDT,2020-10-01,21:00:44,Photo,48,25,0,17,5,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3497555810287153,Suicide Prevention,https://www.facebook.com/nordicnaturals/photos/a.304118439613611/5063470253678382/?type=3,,LET'S MAKE EVERY MONTH SUICIDE PREVENTION MONTH Anyone can call. Everyone can make a difference. National Suicide Prevention Lifeline 800-273-8255,Nordic Naturals,"September is National Suicide Prevention Awareness Month. It’s a good opportunity to remember the significance of mental health.

Never underestimate the power you have in making a difference in someone’s life. It’s been a rough year for many, so check in on your loved ones. Knowing people care can be the difference maker.",,,,-27.75
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,50804,52974,2020-09-30 20:00:47 EDT,2020-10-01,20:00:47,Link,542,260,88,23,7,21,138,2,1,2,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/2067136556755251,"The Mainstream is Scrambling! As public perception of the safety and efficacy of a rushed-to-market COVID vaccine continues to nosedive, the FDA has announced new, stricter guidelines for the approval of a vaccine. This will delay any approval for months, and is intended to change public perception. It seems that they’re being caught in a web of their own making! People are finally calling them out for their lack of transparency and their poor safety studies, and now they have to do something about it. But is it really enough? Or is it still all just a show? https://www.washingtonpost.com/health/2020/09/22/fda-covid-vaccine-approval-standard/",https://www.washingtonpost.com/health/2020/09/22/fda-covid-vaccine-approval-standard/,,,FDA poised to announce tougher standards for a covid-19 vaccine that make it unlikely one will be cleared by Election Day,The guidance is part of an effort to boost transparency and public trust as polls show many are skeptical a vaccine will be safe and effective.,,,,1.2
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910152,1877562,2020-09-30 20:00:36 EDT,2020-10-01,20:00:36,Link,114,29,15,61,6,1,2,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3495886700454064,The science behind the world's rarest hair color.,https://www.healthy-holistic-living.com/scientific-research-shows-redheads-actually-genetic-superheros/?utm_source=HHL,,,The Genetics Of Being Ginger Are More Complicated Than We Thought,"Did you know that only about 1 – 2 percent of the population are redheads? (1) According to The Big Redhead Book: Inside the Secret Society of Red by Erin La Rosa, redheads more than just unique in appearance. She calls them the “unicorns of the human world,” and they enjoy many biological ben...",,,,-1.24
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,125094,137023,2020-09-30 20:00:16 EDT,2020-10-01,20:00:16,Link,877,339,125,214,2,56,0,129,7,5,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2752194951694575,"Researchers estimate that only 10% of all childhood cancers come from hereditary factors, meaning the lion’s share of childhood cancers come from environmental factors. To the Childhood Cancer Prevention Initiative, this means 90% of all childhood cancer is preventable.",https://childrenshealthdefense.org/news/childhood-cancer-caused-largely-by-environmental-factors-report-finds/,,,"Childhood Cancer Caused Largely by Environmental Factors, Report Finds • Children's Health Defense","By Jeremy Loffredo For children in the U.S., cancer is the leading cause of death from disease. Worldwide, cancer has become so prevalent and devastating The Childhood Cancer Prevention Initiative published a report examining the impact of different cancer-causing chemicals and calling for a “nati...",,,,2.27
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,50804,52974,2020-09-30 19:15:12 EDT,2020-09-30,19:15:12,Photo,11,6,5,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/2068376489964591,"Do you struggle with seasonal allergies? We've also got you covered with our Sinus Saver, an herbal remedies for those annoying symptoms. All-natural, no added colors, flavors, sugars, or preservatives. Today only you can get it for just $5! Shop here - https://www.earthley.com/product/5-sinus-saver-sale/",https://www.facebook.com/earthley/photos/a.749202208548699/2068376489964591/?type=3,,"Sinus Saver One Day Sale $5 Earthley wellness- SINUS SINUSSAVER SAVER turmericr dandelic alcohol* ""Certified Organic Ingredients water Sale Sld ends at midnight",Timeline Photos,,,,,-68.73
Melissa Malinowski Naturopath Practitioner,IntegrativeNutritionalTherapies,276177918209,HEALTH & WELLNESS WEBSITE,US,"Melissa Malinowski focuses on intentional living and creating a healthy home. She implements bioscan assessments across the US to uncover fundamental root imbalances for people & pets, to help them live their best lives.",2020-01-30 20:57:48 EST,6046,6338,2020-09-30 17:40:09 EDT,2020-09-30,17:40:09,Native Video,14,7,2,1,2,1,0,0,0,1,owned,Yes,342,342,0,00:00:15,https://www.facebook.com/IntegrativeNutritionalTherapies/posts/10158806779923210,"Friends, I'm in my personal sauna. I crawl into this mitochondrial booster almost every single day. It's like a total reboot for my body and mind, especially if I've been traveling, it has a deep detoxification effect, gets super-hot, has no EMF, or ELF, does everything that I need for it to do for optimal health. The one that I have is called a Sanctuary Sauna 3. I can fit three people in there. So, I can chill with my health homies & crunchy peeps in my sauna, or I can clear everybody out and I can just do yoga, I can take weights in there, I can do breathwork in there. I love the chromotherapy (light therapy) aspect! Sauna therapy will upgrade just about anything that you do to improve your life and health. And if you sauna right after a workout or anything cardio, it will help build red blood cells. RBC's carry oxygen from the lungs to the body tissues and carbon dioxide as a waste product, away from the tissues and back to the lungs. So, if you're not yet on the sauna bandwagon, they truly change your life, I can strongly attest to that. I did my full research and due diligence on them for years before making this investment. The Clearlight SANCTUARY sauna (three) is the one I personally have and use. Each of their saunas comes with infrared heaters on all 4 walls, under-bench, and under-floor heaters. a Bluetooth sound system with Nakamichi speakers and Chromotherapy lighting (12 lights for healing) – all at no additional charge. Read the benefits of heat therapy to empower yourself here ➜ http://www.integrativenutritionaltherapies.com/sauna-benefits:=:http://www.integrativenutritionaltherapies.com/sauna-benefits/ It's an incredible self-care therapy. Do you use heat therapy?",https://www.facebook.com/IntegrativeNutritionalTherapies/videos/675324086420687/,,,,,,,,-6.07
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,125094,137023,2020-09-30 17:34:34 EDT,2020-09-30,17:34:34,YouTube,220,156,3,26,34,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2752198928360844,Vermont Kids Say No to 5G in song: The video was posted for the Global day of protest which was last week.,https://www.youtube.com/watch?v=UnoFCQEL2VU&fbclid=IwAR2q8zNfqR5hbhO9PzWEqSWKw2HIeHFnYnR3Njj07K705P9DW_5nYe2MxP8,https://www.google.com/sorry/index?continue=https://www.youtube.com/watch%3Fv%3DUnoFCQEL2VU%26fbclid%3DIwAR2q8zNfqR5hbhO9PzWEqSWKw2HIeHFnYnR3Njj07K705P9DW_5nYe2MxP8&q=EgQ0KuTRGO370_sFIhkA8aeDSwWOKxRiqo8qKnTkqxAH4_UmYV06MgFy,,September 26 Global Protest,"Kids from NE Vermont sing about internet safety. Join us for Global Day of Protest on September 26. The tune ""Do Not Consent"" was written by Australian singe...",,,,-2.28
