Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1912130,1877297,2020-05-31 23:00:42 EDT,2020-06-01,23:00:42,Native Video,114,51,2,53,7,0,0,0,0,1,share,No,6096,109299,0,00:01:11,https://www.facebook.com/healthyholisticliving/posts/3143189045723833,BLUBS!,https://www.facebook.com/VegetableJuicing/videos/1980731845315345/,,,Juicing Vegetables,"It’s not only in season, but delicious and abundant in health benefits. Kids and adults love it, even picky teens won’t turn it down!
Learn more: https://bit.ly/2lmbijr:=:https://www.organifishop.com/blogs/news/top-10-benefits-of-blueberry-juice?utm_source=facebook&utm_medium=social&utm_campaign=lumen+video&utm_term=blueberry+benefits",,,,-1.23
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1912090,1877243,2020-05-31 20:00:31 EDT,2020-06-01,20:00:31,Link,180,37,8,26,2,10,0,94,3,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3137531609622910,They were the first quintuplets in history to survive infancy. But a new book details just how miserable their lives were.,https://www.healthy-holistic-living.com/the-dionne-quintuplets-the-exploitation-of-five-girls-raised-in-a-baby-zoo/?utm_source=HHL,,,The Dionne quintuplets: The exploitation of five girls raised in a 'baby zoo',The Dionne Quintuplets are a subject of another book written by Sarah Miller. But this time the subject is on the exploitation of the quints.,,,,1.08
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,31882,32982,2020-05-31 20:00:05 EDT,2020-06-01,20:00:05,Photo,86,50,1,21,14,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/1942511625884412,"Have you ever tried Spearmint Tea? Spearmint is good to calm upset stomachs, it's rich in B vitamins, and gently supports the liver. It is low in menthol and safe for people of all ages!",https://www.facebook.com/earthley/photos/a.749202208548699/1942512252551016/?type=3,,,,,,,,-7.93
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1912090,1877243,2020-05-31 18:00:08 EDT,2020-05-31,18:00:08,Link,107,40,4,56,3,2,0,0,0,2,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3137530959622975,Why you need magnesium if you’re constantly stressed or anxious,https://www.healthy-holistic-living.com/why-you-need-magnesium-if-youre-constantly-stressed-or-anxious/?utm_source=HHL,,,Why you need magnesium if you're constantly stressed or anxious,"Many people are deficient in magnesium. This deficiency contributes to a whole host of health problems from headache to psychosis. If you're concerned about your magnesium levels, you may want to add supplements to your health routine.",,,,-1.56
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1912090,1877243,2020-05-31 17:00:14 EDT,2020-05-31,17:00:14,Photo,"1,225",303,29,499,8,4,381,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3142601292449275,,https://www.facebook.com/healthyholisticliving/photos/a.327445603964872/3142601292449275/?type=3,,Not sure what's scarier at this point... taking my temperature or weighing myself.,Timeline Photos,,,,,-1.21
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1912090,1877243,2020-05-31 16:00:47 EDT,2020-05-31,16:00:47,Link,178,91,16,45,10,15,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3137530206289717,"Researchers from Cardiff University say this could be a ""one size fits all"" cancer therapy.",https://www.healthy-holistic-living.com/never-seen-before-immune-cell-discovery-could-become-universal-cancer-treatment/?utm_source=HHL,,,"Never-Seen-Before Immune Cell Discovery Could Become ""Universal"" Cancer Treatment","There are over 100 different varieties of cancer, and while some have a higher rate of survivability than others, no type of cancer is worry-free. What if in the future, cancer wasn’t a thing to fear?",,,,1.07
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,113439,123143,2020-05-31 15:52:09 EDT,2020-05-31,15:52:09,YouTube,296,163,13,84,2,11,0,6,17,0,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2648330042081067,"Great video except for the statement that more studies are needed. No, more studies are NOT needed and thousands of studies show adverse effects to almost every system in the body: Damage to the DNA, damage to the blood brain barrier, effects upon nervous, immune and cardiovascular systems. There's also cell damage, oxidative stress, damage to mitochondria and damage to the sperm, fetus, and children including ADHD and Autism. 5G is just exponentially more of this harmful radiation and in closer proximity.",https://www.youtube.com/watch?v=JKaoLxw0qJI&fbclid=IwAR2zSULx0MW4NRH4cPEDD5J-avnsn1Bla85pCDSGbOLZFDabHaMiY5ZjYn4,,,"The 5G mass-experiment: Big promises, unknown risks","(Click on ""settings"" for subtitles in various languages.) A new investigation by Investigate Europe: https://www.investigate-europe.eu/en/2019/the-5g-mass-ex...:=:https://www.investigate-europe.eu/en/2019/the-5g-mass-experiment/",,,,-1.7
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1912090,1877243,2020-05-31 15:15:21 EDT,2020-05-31,15:15:21,Native Video,20,10,7,2,0,0,1,0,0,0,share,No,7265,15475,0,01:00:16,https://www.facebook.com/healthyholisticliving/posts/3142417155801022,,https://www.facebook.com/AskDrNandi/videos/587899835181570/,,,"Partha Nandi, MD",Health Hero Solutions for the Coronavirus Pandemic. Please join me now with your questions!,,,,-7
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1912090,1877243,2020-05-31 15:00:26 EDT,2020-05-31,15:00:26,Photo,943,404,18,250,88,1,176,0,0,6,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3142390262470378,This is great!,https://www.facebook.com/fitness1motivation/photos/a.360061137428467/2530515703716322/?type=3,,"People in 2020: This is the worst year in the history of our lives. Dogs in 2020: What a time to to be alive! Every single one of my hoomans is home all day, everyday! Taking me on walks, lounging around on the couch. About time they came to their senses and adopted our way of life. organifi",Fitness Motivation,"Happy doggo, happy life 🐶",,,,-1.58
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,113439,123143,2020-05-31 14:53:33 EDT,2020-05-31,14:53:33,Native Video,608,257,34,192,86,1,0,34,1,3,owned,-,4295,5976,0,00:03:19,https://www.facebook.com/ChildrensHealthDefense/posts/2648296338751104,"Coming June 1st--This is a sneak peak into this week's episode of TRUTH. Robert F. Kennedy, Jr. spoke with Polly Tommey about the health differences between the vaccinated and unvaccinated, delving even deeper into the specific injuries caused by vaccinations. Discussion surrounded the fact that there is essentially no safety testing for vaccines; and, once citizens know this information and do their research, they become steadfast advocates who can’t turn away. The episode closed with a discussion of rights to refuse vaccinations and that parents shouldn’t be bullied! Sign up at ChildrensHealthDefense.org for this and other free updates.",,,,,,,,,1.44
